source,destination,timestamp,state_label,w
170,191,0,0,105
170,223,0,0,62
170,178,0,0,97
170,171,0,0,66
170,123,0,0,86
170,199,0,0,95
170,195,0,0,91
170,13,0,0,82
170,136,0,0,101
170,137,0,0,62
170,112,0,0,100
170,35,0,0,76
170,68,0,0,88
170,192,0,0,59
170,89,0,0,85
170,158,0,0,50
170,25,0,0,103
170,26,0,0,65
170,219,0,0,80
170,220,0,0,56
170,80,0,0,76
170,174,0,0,88
170,130,0,0,63
170,198,0,0,100
170,83,0,0,116
170,140,0,0,51
170,117,0,0,61
170,85,0,0,87
170,52,0,0,71
170,16,0,0,81
170,44,0,0,53
170,90,0,0,79
170,24,0,0,34
170,97,0,0,65
170,78,0,0,75
170,28,0,0,67
170,47,0,0,82
170,188,0,0,92
170,31,0,0,73
170,175,0,0,56
170,119,0,0,56
170,32,0,0,70
170,128,0,0,48
170,34,0,0,69
170,33,0,0,76
170,133,0,0,80
170,152,0,0,43
170,212,0,0,45
170,37,0,0,50
170,87,0,0,73
170,179,0,0,47
170,153,0,0,53
170,108,0,0,80
170,88,0,0,55
170,181,0,0,41
170,127,0,0,40
170,169,0,0,83
170,173,0,0,61
170,107,0,0,92
170,203,0,0,82
170,142,0,0,76
170,148,0,0,78
170,79,0,0,97
170,186,0,0,57
170,149,0,0,59
170,221,0,0,41
170,197,0,0,63
170,132,0,0,63
170,30,0,0,61
170,182,0,0,57
170,39,0,0,73
170,86,0,0,95
170,145,0,0,56
170,92,0,0,38
170,201,0,0,82
170,120,0,0,67
170,196,0,0,29
170,36,0,0,7
170,129,0,0,58
170,180,0,0,61
170,57,0,0,37
216,77,0,0,47
216,98,0,0,63
216,27,0,0,94
216,125,0,0,50
216,172,0,0,99
216,218,0,0,100
216,29,0,0,51
216,81,0,0,51
216,118,0,0,82
216,131,0,0,97
216,102,0,0,98
216,116,0,0,61
216,176,0,0,60
216,177,0,0,44
216,191,0,0,78
216,223,0,0,72
216,178,0,0,102
216,171,0,0,72
216,123,0,0,90
216,199,0,0,64
216,195,0,0,59
216,13,0,0,105
216,136,0,0,96
216,137,0,0,54
216,112,0,0,102
216,35,0,0,56
216,68,0,0,78
216,192,0,0,57
216,89,0,0,67
216,173,0,0,67
216,203,0,0,90
216,142,0,0,82
216,79,0,0,103
216,26,0,0,47
216,219,0,0,52
216,220,0,0,69
216,80,0,0,52
216,31,0,0,55
216,174,0,0,90
216,198,0,0,97
216,132,0,0,69
216,119,0,0,46
216,85,0,0,96
216,33,0,0,46
216,87,0,0,58
216,127,0,0,45
216,169,0,0,74
216,107,0,0,104
216,148,0,0,90
216,25,0,0,78
216,78,0,0,49
216,186,0,0,58
216,149,0,0,70
216,188,0,0,65
216,221,0,0,52
216,197,0,0,56
216,30,0,0,75
216,117,0,0,64
216,182,0,0,78
216,133,0,0,82
216,39,0,0,78
216,16,0,0,109
216,86,0,0,99
216,145,0,0,56
216,92,0,0,46
216,201,0,0,77
216,120,0,0,61
216,90,0,0,62
216,196,0,0,26
216,36,0,0,8
216,24,0,0,35
216,158,0,0,61
216,97,0,0,61
216,129,0,0,44
216,28,0,0,45
216,180,0,0,77
216,47,0,0,60
216,130,0,0,38
216,175,0,0,44
216,57,0,0,32
216,83,0,0,85
216,32,0,0,50
216,128,0,0,32
216,34,0,0,51
216,152,0,0,28
216,212,0,0,42
216,52,0,0,36
216,37,0,0,35
216,179,0,0,34
216,153,0,0,32
216,108,0,0,51
216,44,0,0,43
216,88,0,0,41
216,181,0,0,34
216,140,0,0,45
77,98,0,0,58
77,27,0,0,61
77,125,0,0,45
77,172,0,0,92
77,218,0,0,50
77,29,0,0,56
77,81,0,0,41
77,118,0,0,75
77,131,0,0,60
77,102,0,0,70
77,116,0,0,39
77,176,0,0,32
77,177,0,0,48
77,191,0,0,52
77,223,0,0,56
77,178,0,0,72
77,171,0,0,59
77,123,0,0,50
77,199,0,0,58
77,195,0,0,50
77,13,0,0,60
77,136,0,0,75
77,137,0,0,49
77,112,0,0,71
77,35,0,0,55
77,68,0,0,51
77,192,0,0,43
77,89,0,0,42
77,173,0,0,64
77,36,0,0,5
77,158,0,0,35
77,148,0,0,73
77,25,0,0,66
77,79,0,0,61
77,129,0,0,32
77,219,0,0,42
77,197,0,0,44
77,130,0,0,33
77,132,0,0,43
77,57,0,0,27
77,83,0,0,79
77,140,0,0,38
77,145,0,0,48
77,92,0,0,32
77,153,0,0,29
77,201,0,0,73
77,90,0,0,41
77,24,0,0,16
77,97,0,0,44
77,78,0,0,59
77,26,0,0,41
77,28,0,0,33
77,47,0,0,40
77,188,0,0,48
77,80,0,0,31
77,31,0,0,48
77,175,0,0,31
77,119,0,0,26
77,32,0,0,45
77,128,0,0,23
77,34,0,0,39
77,33,0,0,27
77,133,0,0,46
77,152,0,0,34
77,212,0,0,45
77,52,0,0,35
77,37,0,0,29
77,87,0,0,38
77,179,0,0,25
77,108,0,0,41
77,44,0,0,33
77,88,0,0,30
77,181,0,0,26
77,127,0,0,35
77,169,0,0,49
77,107,0,0,68
77,203,0,0,62
77,142,0,0,44
77,186,0,0,54
77,149,0,0,52
77,220,0,0,46
77,221,0,0,34
77,198,0,0,70
77,30,0,0,57
77,117,0,0,55
77,182,0,0,63
77,85,0,0,83
77,39,0,0,73
77,16,0,0,70
77,86,0,0,62
77,120,0,0,55
77,196,0,0,21
77,180,0,0,36
77,174,0,0,46
98,27,0,0,71
98,125,0,0,59
98,172,0,0,95
98,218,0,0,62
98,29,0,0,65
98,81,0,0,69
98,118,0,0,90
98,131,0,0,65
98,102,0,0,77
98,116,0,0,53
98,176,0,0,64
98,177,0,0,50
98,191,0,0,87
98,223,0,0,54
98,178,0,0,89
98,171,0,0,59
98,123,0,0,81
98,199,0,0,68
98,195,0,0,74
98,13,0,0,85
98,136,0,0,87
98,137,0,0,81
98,112,0,0,89
98,35,0,0,72
98,68,0,0,72
98,192,0,0,61
98,89,0,0,71
98,90,0,0,58
98,24,0,0,25
98,97,0,0,54
98,25,0,0,85
98,78,0,0,69
98,26,0,0,51
98,28,0,0,54
98,219,0,0,61
98,47,0,0,58
98,188,0,0,79
98,80,0,0,58
98,31,0,0,79
98,130,0,0,43
98,175,0,0,57
98,119,0,0,42
98,83,0,0,81
98,32,0,0,65
98,128,0,0,36
98,34,0,0,66
98,33,0,0,53
98,133,0,0,68
98,152,0,0,44
98,212,0,0,51
98,52,0,0,57
98,37,0,0,54
98,87,0,0,69
98,179,0,0,40
98,153,0,0,53
98,108,0,0,59
98,44,0,0,36
98,88,0,0,48
98,181,0,0,48
98,196,0,0,22
98,127,0,0,44
98,169,0,0,64
98,173,0,0,65
98,36,0,0,8
98,107,0,0,85
98,158,0,0,42
98,203,0,0,71
98,142,0,0,86
98,148,0,0,71
98,79,0,0,90
98,186,0,0,59
98,129,0,0,58
98,149,0,0,61
98,180,0,0,54
98,220,0,0,54
98,221,0,0,40
98,174,0,0,71
98,198,0,0,85
98,132,0,0,57
98,30,0,0,71
98,57,0,0,47
98,117,0,0,56
98,182,0,0,85
98,85,0,0,91
98,39,0,0,71
98,16,0,0,89
98,86,0,0,77
98,145,0,0,62
98,92,0,0,34
98,120,0,0,58
98,201,0,0,75
98,140,0,0,49
98,197,0,0,54
27,125,0,0,53
27,172,0,0,118
27,218,0,0,92
27,29,0,0,69
27,81,0,0,68
27,118,0,0,99
27,131,0,0,105
27,102,0,0,109
27,116,0,0,72
27,176,0,0,65
27,177,0,0,43
27,191,0,0,87
27,223,0,0,84
27,178,0,0,128
27,171,0,0,75
27,123,0,0,93
27,199,0,0,81
27,195,0,0,86
27,13,0,0,108
27,136,0,0,120
27,137,0,0,59
27,112,0,0,120
27,35,0,0,77
27,68,0,0,81
27,192,0,0,60
27,89,0,0,90
27,158,0,0,66
27,25,0,0,94
27,26,0,0,47
27,219,0,0,57
27,220,0,0,67
27,80,0,0,55
27,174,0,0,90
27,130,0,0,45
27,198,0,0,96
27,83,0,0,99
27,140,0,0,55
27,117,0,0,76
27,85,0,0,113
27,52,0,0,48
27,16,0,0,105
27,44,0,0,45
27,127,0,0,54
27,169,0,0,78
27,173,0,0,82
27,107,0,0,113
27,203,0,0,90
27,142,0,0,83
27,148,0,0,102
27,78,0,0,61
27,79,0,0,119
27,186,0,0,79
27,149,0,0,89
27,188,0,0,69
27,221,0,0,58
27,197,0,0,58
27,132,0,0,76
27,30,0,0,79
27,182,0,0,80
27,133,0,0,77
27,39,0,0,82
27,86,0,0,118
27,145,0,0,55
27,92,0,0,45
27,201,0,0,91
27,120,0,0,69
27,90,0,0,69
27,196,0,0,23
27,36,0,0,6
27,24,0,0,32
27,97,0,0,61
27,129,0,0,50
27,28,0,0,49
27,180,0,0,92
27,47,0,0,50
27,31,0,0,69
27,175,0,0,39
27,119,0,0,38
27,57,0,0,33
27,32,0,0,54
27,128,0,0,31
27,34,0,0,51
27,33,0,0,46
27,152,0,0,37
27,212,0,0,53
27,37,0,0,40
27,87,0,0,59
27,179,0,0,36
27,153,0,0,42
27,108,0,0,58
27,88,0,0,33
27,181,0,0,30
125,172,0,0,77
125,218,0,0,47
125,29,0,0,41
125,81,0,0,60
125,118,0,0,66
125,131,0,0,69
125,102,0,0,65
125,116,0,0,29
125,176,0,0,54
125,177,0,0,41
125,191,0,0,74
125,223,0,0,40
125,178,0,0,60
125,171,0,0,41
125,123,0,0,53
125,199,0,0,57
125,195,0,0,59
125,13,0,0,65
125,136,0,0,58
125,137,0,0,51
125,112,0,0,58
125,35,0,0,44
125,68,0,0,76
125,192,0,0,47
125,89,0,0,54
125,90,0,0,60
125,196,0,0,27
125,127,0,0,30
125,169,0,0,60
125,173,0,0,46
125,36,0,0,4
125,107,0,0,66
125,24,0,0,35
125,158,0,0,30
125,203,0,0,63
125,142,0,0,63
125,97,0,0,53
125,148,0,0,51
125,25,0,0,74
125,78,0,0,59
125,79,0,0,81
125,26,0,0,60
125,186,0,0,30
125,129,0,0,59
125,149,0,0,35
125,28,0,0,55
125,180,0,0,48
125,219,0,0,63
125,220,0,0,36
125,47,0,0,62
125,188,0,0,71
125,221,0,0,19
125,80,0,0,63
125,31,0,0,65
125,174,0,0,58
125,130,0,0,57
125,198,0,0,76
125,175,0,0,46
125,132,0,0,50
125,30,0,0,51
125,119,0,0,52
125,57,0,0,35
125,83,0,0,86
125,32,0,0,48
125,128,0,0,40
125,117,0,0,38
125,182,0,0,44
125,85,0,0,70
125,34,0,0,48
125,33,0,0,51
125,133,0,0,56
125,152,0,0,28
125,39,0,0,45
125,212,0,0,35
125,52,0,0,50
125,16,0,0,72
125,37,0,0,32
125,86,0,0,60
125,87,0,0,60
125,179,0,0,38
125,145,0,0,41
125,92,0,0,33
125,153,0,0,41
125,108,0,0,67
125,44,0,0,47
125,88,0,0,43
125,181,0,0,46
125,120,0,0,39
125,197,0,0,44
125,201,0,0,46
125,140,0,0,41
172,218,0,0,93
172,29,0,0,88
172,81,0,0,83
172,118,0,0,132
172,131,0,0,113
172,102,0,0,119
172,116,0,0,76
172,176,0,0,79
172,177,0,0,78
172,191,0,0,109
172,223,0,0,81
172,178,0,0,133
172,171,0,0,91
172,123,0,0,107
172,199,0,0,105
172,195,0,0,95
172,13,0,0,113
172,136,0,0,130
172,137,0,0,81
172,112,0,0,126
172,35,0,0,98
172,68,0,0,123
172,192,0,0,66
172,89,0,0,89
172,158,0,0,56
172,25,0,0,127
172,26,0,0,77
172,219,0,0,83
172,220,0,0,79
172,80,0,0,82
172,174,0,0,114
172,130,0,0,70
172,198,0,0,127
172,83,0,0,141
172,140,0,0,77
172,117,0,0,85
172,85,0,0,135
172,52,0,0,67
172,16,0,0,118
172,44,0,0,62
172,90,0,0,94
172,24,0,0,37
172,97,0,0,96
172,78,0,0,93
172,28,0,0,71
172,47,0,0,92
172,188,0,0,109
172,31,0,0,93
172,175,0,0,58
172,119,0,0,66
172,32,0,0,74
172,128,0,0,38
172,34,0,0,85
172,33,0,0,60
172,133,0,0,98
172,152,0,0,53
172,212,0,0,70
172,37,0,0,43
172,87,0,0,97
172,179,0,0,50
172,153,0,0,64
172,108,0,0,92
172,88,0,0,54
172,181,0,0,48
172,196,0,0,31
172,127,0,0,49
172,169,0,0,76
172,173,0,0,85
172,36,0,0,8
172,107,0,0,141
172,203,0,0,118
172,142,0,0,101
172,148,0,0,115
172,79,0,0,125
172,186,0,0,69
172,129,0,0,65
172,149,0,0,79
172,180,0,0,85
172,221,0,0,47
172,132,0,0,77
172,30,0,0,94
172,57,0,0,44
172,182,0,0,91
172,39,0,0,96
172,86,0,0,113
172,145,0,0,86
172,92,0,0,49
172,120,0,0,88
172,201,0,0,105
172,197,0,0,83
218,29,0,0,48
218,81,0,0,52
218,118,0,0,88
218,131,0,0,142
218,102,0,0,105
218,116,0,0,82
218,176,0,0,58
218,177,0,0,50
218,191,0,0,79
218,223,0,0,79
218,178,0,0,108
218,171,0,0,89
218,123,0,0,107
218,199,0,0,61
218,195,0,0,69
218,13,0,0,116
218,136,0,0,121
218,137,0,0,48
218,112,0,0,129
218,35,0,0,68
218,68,0,0,75
218,192,0,0,65
218,89,0,0,86
218,158,0,0,82
218,25,0,0,75
218,26,0,0,49
218,219,0,0,54
218,220,0,0,71
218,80,0,0,62
218,174,0,0,110
218,130,0,0,45
218,198,0,0,91
218,83,0,0,88
218,140,0,0,59
218,117,0,0,78
218,85,0,0,110
218,52,0,0,47
218,16,0,0,125
218,44,0,0,44
218,173,0,0,68
218,203,0,0,102
218,142,0,0,80
218,79,0,0,125
218,31,0,0,60
218,132,0,0,77
218,119,0,0,41
218,33,0,0,53
218,87,0,0,60
218,36,0,0,8
218,148,0,0,92
218,129,0,0,43
218,197,0,0,52
218,57,0,0,45
218,145,0,0,56
218,92,0,0,51
218,153,0,0,41
218,201,0,0,85
218,127,0,0,55
218,169,0,0,92
218,107,0,0,124
218,78,0,0,57
218,186,0,0,61
218,149,0,0,80
218,188,0,0,52
218,221,0,0,46
218,30,0,0,82
218,182,0,0,88
218,133,0,0,81
218,39,0,0,80
218,86,0,0,123
218,120,0,0,61
218,90,0,0,65
218,196,0,0,26
218,24,0,0,38
218,97,0,0,56
218,28,0,0,39
218,180,0,0,94
218,47,0,0,64
218,175,0,0,41
218,32,0,0,53
218,128,0,0,30
218,34,0,0,54
218,152,0,0,41
218,212,0,0,53
218,37,0,0,30
218,179,0,0,30
218,108,0,0,52
218,88,0,0,44
218,181,0,0,41
29,81,0,0,62
29,118,0,0,78
29,131,0,0,59
29,102,0,0,66
29,116,0,0,56
29,176,0,0,54
29,177,0,0,46
29,191,0,0,72
29,223,0,0,49
29,178,0,0,68
29,171,0,0,43
29,123,0,0,47
29,199,0,0,65
29,195,0,0,54
29,13,0,0,49
29,136,0,0,69
29,137,0,0,52
29,112,0,0,70
29,35,0,0,58
29,68,0,0,64
29,192,0,0,44
29,89,0,0,54
29,90,0,0,54
29,24,0,0,26
29,97,0,0,46
29,25,0,0,82
29,78,0,0,60
29,26,0,0,42
29,28,0,0,40
29,219,0,0,52
29,47,0,0,44
29,188,0,0,59
29,80,0,0,51
29,31,0,0,60
29,130,0,0,39
29,175,0,0,40
29,119,0,0,33
29,83,0,0,73
29,32,0,0,47
29,128,0,0,23
29,34,0,0,43
29,33,0,0,43
29,133,0,0,53
29,152,0,0,44
29,212,0,0,47
29,52,0,0,49
29,37,0,0,46
29,87,0,0,53
29,179,0,0,32
29,153,0,0,42
29,108,0,0,48
29,44,0,0,31
29,88,0,0,37
29,181,0,0,27
29,127,0,0,34
29,169,0,0,41
29,173,0,0,53
29,107,0,0,57
29,203,0,0,56
29,142,0,0,49
29,148,0,0,65
29,79,0,0,76
29,186,0,0,45
29,149,0,0,46
29,220,0,0,46
29,221,0,0,33
29,197,0,0,51
29,198,0,0,65
29,132,0,0,45
29,30,0,0,46
29,117,0,0,50
29,182,0,0,54
29,85,0,0,75
29,39,0,0,62
29,16,0,0,69
29,86,0,0,58
29,145,0,0,52
29,92,0,0,20
29,201,0,0,61
29,120,0,0,53
29,196,0,0,23
29,36,0,0,6
29,158,0,0,28
29,129,0,0,39
29,180,0,0,48
29,174,0,0,54
29,57,0,0,15
29,140,0,0,34
81,118,0,0,71
81,131,0,0,69
81,102,0,0,71
81,116,0,0,52
81,176,0,0,72
81,177,0,0,51
81,191,0,0,94
81,223,0,0,47
81,178,0,0,73
81,171,0,0,46
81,123,0,0,69
81,199,0,0,71
81,195,0,0,64
81,13,0,0,61
81,136,0,0,69
81,137,0,0,57
81,112,0,0,67
81,35,0,0,60
81,68,0,0,87
81,192,0,0,44
81,89,0,0,65
81,173,0,0,43
81,203,0,0,70
81,142,0,0,64
81,79,0,0,93
81,26,0,0,64
81,219,0,0,81
81,220,0,0,47
81,80,0,0,79
81,31,0,0,78
81,174,0,0,72
81,198,0,0,79
81,132,0,0,54
81,119,0,0,59
81,85,0,0,73
81,33,0,0,61
81,87,0,0,67
81,90,0,0,64
81,24,0,0,23
81,97,0,0,59
81,25,0,0,85
81,78,0,0,56
81,28,0,0,65
81,47,0,0,74
81,188,0,0,76
81,130,0,0,75
81,175,0,0,55
81,83,0,0,93
81,32,0,0,61
81,128,0,0,51
81,34,0,0,64
81,133,0,0,55
81,152,0,0,43
81,212,0,0,33
81,52,0,0,68
81,37,0,0,48
81,179,0,0,47
81,153,0,0,52
81,108,0,0,69
81,44,0,0,56
81,88,0,0,51
81,181,0,0,48
81,196,0,0,30
81,127,0,0,26
81,169,0,0,57
81,36,0,0,7
81,107,0,0,68
81,158,0,0,32
81,148,0,0,65
81,186,0,0,37
81,129,0,0,55
81,149,0,0,34
81,180,0,0,44
81,221,0,0,27
81,30,0,0,39
81,57,0,0,32
81,117,0,0,50
81,182,0,0,37
81,39,0,0,51
81,16,0,0,68
81,86,0,0,76
81,145,0,0,47
81,92,0,0,25
81,120,0,0,43
81,197,0,0,60
81,140,0,0,37
81,201,0,0,51
118,131,0,0,90
118,102,0,0,109
118,116,0,0,75
118,176,0,0,62
118,177,0,0,64
118,191,0,0,99
118,223,0,0,80
118,178,0,0,115
118,171,0,0,80
118,123,0,0,90
118,199,0,0,86
118,195,0,0,82
118,13,0,0,94
118,136,0,0,131
118,137,0,0,75
118,112,0,0,130
118,35,0,0,94
118,68,0,0,90
118,192,0,0,65
118,89,0,0,78
118,127,0,0,57
118,173,0,0,96
118,30,0,0,92
118,85,0,0,132
118,201,0,0,97
118,39,0,0,96
118,90,0,0,59
118,24,0,0,30
118,97,0,0,74
118,25,0,0,100
118,78,0,0,85
118,26,0,0,56
118,28,0,0,58
118,219,0,0,75
118,47,0,0,59
118,188,0,0,81
118,80,0,0,67
118,31,0,0,96
118,130,0,0,46
118,175,0,0,49
118,119,0,0,47
118,83,0,0,117
118,32,0,0,64
118,128,0,0,33
118,34,0,0,67
118,33,0,0,56
118,133,0,0,69
118,152,0,0,46
118,212,0,0,58
118,52,0,0,61
118,37,0,0,41
118,87,0,0,65
118,179,0,0,42
118,153,0,0,44
118,108,0,0,64
118,44,0,0,48
118,88,0,0,50
118,181,0,0,45
118,169,0,0,64
118,107,0,0,111
118,203,0,0,83
118,142,0,0,88
118,148,0,0,103
118,79,0,0,109
118,186,0,0,70
118,149,0,0,73
118,220,0,0,63
118,221,0,0,53
118,197,0,0,74
118,198,0,0,104
118,132,0,0,55
118,117,0,0,98
118,182,0,0,95
118,16,0,0,111
118,86,0,0,98
118,145,0,0,71
118,92,0,0,33
118,120,0,0,80
118,196,0,0,29
118,36,0,0,10
118,158,0,0,56
118,129,0,0,50
118,180,0,0,70
118,174,0,0,82
118,57,0,0,35
118,140,0,0,57
131,102,0,0,113
