12 146 1.0
12 164 1.0
66 18 1.0
141 47 1.0
141 57 1.0
146 156 1.0
179 113 1.0
179 164 1.0
140 67 1.0
83 67 1.0
154 106 1.0
106 24 1.0
106 47 1.0
106 57 1.0
106 67 1.0
106 68 1.0
106 79 1.0
106 83 1.0
106 95 1.0
106 108 1.0
106 154 1.0
106 158 1.0
106 168 1.0
106 174 1.0
106 179 1.0
25 144 1.0
40 168 1.0
47 67 1.0
89 18 1.0
97 97 1.0
179 59 1.0
17 85 1.0
25 40 1.0
141 94 1.0
146 58 1.0
146 66 1.0
159 34 1.0
159 59 1.0
159 99 1.0
159 109 1.0
159 147 1.0
159 159 1.0
159 164 1.0
159 168 1.0
159 171 1.0
25 25 1.0
66 158 1.0
97 39 1.0
97 113 1.0
97 146 1.0
141 127 1.0
108 106 1.0
108 129 1.0
113 124 1.0
17 83 1.0
83 83 1.0
108 28 1.0
108 57 1.0
108 67 1.0
108 83 1.0
83 108 1.0
108 146 1.0
34 109 1.0
108 47 1.0
108 54 1.0
108 79 1.0
108 85 1.0
108 138 1.0
108 140 1.0
108 141 1.0
108 158 1.0
34 104 1.0
164 164 1.0
146 108 1.0
146 115 1.0
141 119 1.0
28 52 1.0
28 113 1.0
28 146 1.0
177 25 1.0
170 22 1.0
47 28 1.0
158 18 1.0
158 57 1.0
18 98 1.0
40 174 1.0
41 170 1.0
168 159 1.0
179 178 1.0
18 82 1.0
177 115 1.0
177 170 1.0
34 34 1.0
144 48 1.0
144 165 1.0
141 133 1.0
110 59 1.0
110 64 1.0
158 89 1.0
154 28 1.0
154 148 1.0
67 52 1.0
67 154 1.0
141 165 1.0
140 79 1.0
124 124 1.0
106 28 1.0
115 54 1.0
47 52 1.0
47 57 1.0
25 23 1.0
168 51 1.0
108 68 1.0
108 95 1.0
108 148 1.0
108 164 1.0
52 47 1.0
167 18 1.0
168 133 1.0
179 68 1.0
39 39 1.0
144 151 1.0
79 81 1.0
79 67 1.0
79 83 1.0
79 128 1.0
168 40 1.0
168 119 1.0
64 168 1.0
166 111 1.0
166 115 1.0
166 170 1.0
30 166 1.0
52 57 1.0
106 113 1.0
140 102 1.0
113 52 1.0
79 106 1.0
48 63 1.0
64 96 1.0
141 48 1.0
179 71 1.0
34 152 1.0
79 37 1.0
40 71 1.0
168 26 1.0
170 170 1.0
79 5 1.0
168 109 1.0
164 59 1.0
164 148 1.0
126 84 1.0
106 54 1.0
106 129 1.0
161 170 1.0
28 67 1.0
28 83 1.0
28 154 1.0
83 28 1.0
156 124 1.0
113 28 1.0
30 98 1.0
144 63 1.0
83 97 1.0
98 30 1.0
51 116 1.0
113 106 1.0
17 7 1.0
30 111 1.0
157 115 1.0
156 100 1.0
8 28 1.0
142 142 1.0
28 97 1.0
28 179 1.0
140 108 1.0
28 158 1.0
83 148 1.0
91 27 1.0
91 142 1.0
28 164 1.0
142 91 1.0
83 113 1.0
108 5 1.0
28 129 1.0
144 60 1.0
30 30 1.0
152 154 1.0
81 8 1.0
17 48 1.0
17 119 1.0
17 127 1.0
17 141 1.0
17 165 1.0
28 7 1.0
115 5 1.0
96 25 1.0
141 60 1.0
141 177 1.0
148 179 1.0
5 115 1.0
79 68 1.0
79 148 1.0
142 50 1.0
179 28 1.0
179 97 1.0
147 28 1.0
147 83 1.0
83 84 1.0
83 7 1.0
113 97 1.0
34 171 1.0
51 146 1.0
67 83 1.0
67 148 1.0
146 51 1.0
67 68 1.0
75 52 1.0
75 68 1.0
75 106 1.0
179 67 1.0
179 79 1.0
79 179 1.0
119 119 1.0
93 93 1.0
129 54 1.0
129 108 1.0
154 68 1.0
52 108 1.0
5 108 1.0
119 25 1.0
119 40 1.0
119 142 1.0
119 141 1.0
27 142 1.0
142 119 1.0
146 124 1.0
127 67 1.0
57 47 1.0
28 8 1.0
108 154 1.0
60 177 1.0
127 133 1.0
27 91 1.0
127 57 1.0
23 51 1.0
158 155 1.0
119 20 1.0
93 146 1.0
60 119 1.0
60 141 1.0
60 144 1.0
4 119 1.0
4 141 1.0
66 28 1.0
119 48 1.0
119 60 1.0
119 63 1.0
119 127 1.0
119 165 1.0
119 177 1.0
147 64 1.0
147 97 1.0
57 110 1.0
57 27 1.0
18 4 1.0
18 117 1.0
158 11 1.0
96 123 1.0
60 165 1.0
179 95 1.0
168 123 1.0
66 170 1.0
67 28 1.0
67 179 1.0
123 123 1.0
152 170 1.0
170 152 1.0
140 157 1.0
28 148 1.0
125 96 1.0
27 57 1.0
127 141 1.0
127 149 1.0
149 120 1.0
154 129 1.0
57 67 1.0
87 65 1.0
156 102 1.0
156 128 1.0
98 57 1.0
34 123 1.0
47 141 1.0
129 52 1.0
28 59 1.0
28 147 1.0
28 57 1.0
28 71 1.0
28 130 1.0
28 141 1.0
28 174 1.0
40 40 1.0
158 67 1.0
42 37 1.0
138 57 1.0
168 152 1.0
57 138 1.0
96 125 1.0
30 11 1.0
52 5 1.0
127 119 1.0
147 146 1.0
93 66 1.0
129 106 1.0
129 129 1.0
22 22 1.0
83 22 1.0
83 47 1.0
83 57 1.0
83 79 1.0
83 141 1.0
83 158 1.0
83 174 1.0
28 28 1.0
158 141 1.0
158 174 1.0
97 83 1.0
59 146 1.0
179 83 1.0
127 48 1.0
127 63 1.0
64 159 1.0
83 179 1.0
168 125 1.0
141 144 1.0
146 93 1.0
158 108 1.0
57 91 1.0
30 51 1.0
138 106 1.0
60 127 1.0
83 17 1.0
57 66 1.0
60 60 1.0
113 83 1.0
113 148 1.0
79 168 1.0
83 147 1.0
64 146 1.0
158 106 1.0
57 50 1.0
83 106 1.0
119 149 1.0
177 60 1.0
57 127 1.0
57 155 1.0
104 125 1.0
37 170 1.0
83 154 1.0
83 66 1.0
23 30 1.0
79 66 1.0
158 47 1.0
64 164 1.0
91 98 1.0
138 98 1.0
12 170 1.0
176 57 1.0
170 5 1.0
58 58 1.0
141 63 1.0
164 179 1.0
104 96 1.0
104 99 1.0
125 104 1.0
115 147 1.0
115 164 1.0
147 115 1.0
59 28 1.0
97 179 1.0
149 64 1.0
176 98 1.0
110 164 1.0
23 161 1.0
23 170 1.0
126 19 1.0
126 97 1.0
126 150 1.0
5 170 1.0
164 28 1.0
114 129 1.0
66 111 1.0
28 124 1.0
119 144 1.0
159 26 1.0
159 96 1.0
159 104 1.0
159 125 1.0
116 51 1.0
96 168 1.0
113 5 1.0
57 83 1.0
57 85 1.0
57 141 1.0
59 83 1.0
148 154 1.0
51 124 1.0
146 96 1.0
129 67 1.0
158 83 1.0
125 159 1.0
67 129 1.0
39 170 1.0
141 121 1.0
99 96 1.0
99 104 1.0
99 125 1.0
164 67 1.0
79 52 1.0
164 58 1.0
96 109 1.0
158 4 1.0
158 127 1.0
83 71 1.0
154 62 1.0
106 5 1.0
113 147 1.0
25 81 1.0
87 33 1.0
127 60 1.0
71 158 1.0
71 174 1.0
113 179 1.0
158 79 1.0
158 128 1.0
163 115 1.0
163 156 1.0
163 166 1.0
163 170 1.0
8 162 1.0
57 4 1.0
141 20 1.0
113 67 1.0
28 79 1.0
158 140 1.0
156 163 1.0
30 177 1.0
170 163 1.0
129 154 1.0
146 12 1.0
127 94 1.0
129 28 1.0
116 23 1.0
126 65 1.0
79 108 1.0
155 158 1.0
30 116 1.0
26 26 1.0
26 96 1.0
26 125 1.0
26 168 1.0
164 159 1.0
79 141 1.0
83 37 1.0
83 68 1.0
83 164 1.0
8 97 1.0
79 102 1.0
79 140 1.0
179 57 1.0
52 83 1.0
52 158 1.0
7 47 1.0
33 65 1.0
33 78 1.0
33 87 1.0
20 149 1.0
158 3 1.0
158 157 1.0
158 167 1.0
158 71 1.0
158 102 1.0
23 23 1.0
156 93 1.0
179 181 1.0
61 98 1.0
155 67 1.0
142 4 1.0
147 95 1.0
79 47 1.0
79 57 1.0
79 158 1.0
87 78 1.0
168 37 1.0
28 68 1.0
181 47 1.0
181 57 1.0
181 71 1.0
181 79 1.0
181 83 1.0
181 97 1.0
181 141 1.0
181 158 1.0
181 174 1.0
181 179 1.0
158 181 1.0
168 42 1.0
93 82 1.0
71 51 1.0
47 79 1.0
30 158 1.0
158 144 1.0
27 168 1.0
64 64 1.0
93 156 1.0
152 99 1.0
115 163 1.0
159 24 1.0
40 117 1.0
28 39 1.0
64 149 1.0
117 11 1.0
117 40 1.0
117 47 1.0
117 48 1.0
117 57 1.0
117 60 1.0
117 117 1.0
117 119 1.0
117 127 1.0
117 140 1.0
117 158 1.0
117 165 1.0
117 177 1.0
52 148 1.0
40 140 1.0
140 40 1.0
168 24 1.0
146 59 1.0
34 125 1.0
34 64 1.0
64 34 1.0
127 20 1.0
141 174 1.0
47 83 1.0
93 97 1.0
129 114 1.0
47 11 1.0
39 84 1.0
17 97 1.0
170 67 1.0
170 79 1.0
170 97 1.0
159 110 1.0
83 5 1.0
57 98 1.0
12 47 1.0
12 57 1.0
12 71 1.0
12 79 1.0
12 115 1.0
12 130 1.0
12 141 1.0
12 154 1.0
12 158 1.0
12 174 1.0
127 140 1.0
127 177 1.0
127 165 1.0
12 23 1.0
12 51 1.0
12 93 1.0
12 124 1.0
12 161 1.0
129 5 1.0
138 138 1.0
40 62 1.0
127 83 1.0
102 140 1.0
83 127 1.0
164 124 1.0
148 83 1.0
158 30 1.0
57 158 1.0
172 51 1.0
172 116 1.0
40 25 1.0
116 172 1.0
81 25 1.0
140 127 1.0
140 177 1.0
25 174 1.0
125 125 1.0
59 179 1.0
40 27 1.0
82 11 1.0
82 18 1.0
82 158 1.0
42 168 1.0
51 172 1.0
17 139 1.0
144 177 1.0
96 96 1.0
164 162 1.0
111 163 1.0
64 110 1.0
155 155 1.0
93 113 1.0
51 30 1.0
93 163 1.0
57 79 1.0
147 113 1.0
93 28 1.0
79 71 1.0
39 59 1.0
141 66 1.0
79 79 1.0
79 42 1.0
61 23 1.0
61 82 1.0
110 147 1.0
164 52 1.0
67 113 1.0
67 79 1.0
159 115 1.0
140 158 1.0
58 68 1.0
58 95 1.0
18 11 1.0
113 113 1.0
127 144 1.0
85 83 1.0
167 161 1.0
3 145 1.0
79 97 1.0
79 85 1.0
93 124 1.0
67 106 1.0
3 158 1.0
141 28 1.0
148 28 1.0
148 146 1.0
148 148 1.0
27 62 1.0
146 64 1.0
142 27 1.0
146 83 1.0
146 3 1.0
146 176 1.0
127 127 1.0
163 61 1.0
58 146 1.0
93 39 1.0
164 129 1.0
39 93 1.0
37 42 1.0
37 168 1.0
23 115 1.0
23 146 1.0
125 168 1.0
61 163 1.0
61 166 1.0
61 170 1.0
110 158 1.0
138 61 1.0
83 59 1.0
28 95 1.0
156 161 1.0
67 57 1.0
34 24 1.0
34 162 1.0
3 155 1.0
92 92 1.0
49 80 1.0
57 61 1.0
57 176 1.0
144 172 1.0
67 5 1.0
158 81 1.0
113 129 1.0
119 91 1.0
119 168 1.0
141 5 1.0
12 166 1.0
42 81 1.0
64 113 1.0
99 99 1.0
144 20 1.0
104 34 1.0
104 168 1.0
96 26 1.0
129 113 1.0
67 54 1.0
142 62 1.0
106 58 1.0
106 148 1.0
106 162 1.0
106 164 1.0
28 85 1.0
51 115 1.0
28 22 1.0
28 47 1.0
28 84 1.0
125 99 1.0
177 144 1.0
24 152 1.0
164 83 1.0
104 26 1.0
177 127 1.0
27 37 1.0
82 51 1.0
144 18 1.0
144 127 1.0
164 113 1.0
64 94 1.0
33 101 1.0
34 178 1.0
88 88 1.0
66 7 1.0
23 7 1.0
7 23 1.0
168 102 1.0
57 117 1.0
64 80 1.0
154 164 1.0
144 119 1.0
59 59 1.0
162 164 1.0
51 18 1.0
177 177 1.0
23 98 1.0
23 61 1.0
138 115 1.0
170 124 1.0
159 64 1.0
133 168 1.0
162 152 1.0
162 178 1.0
124 170 1.0
129 83 1.0
115 93 1.0
93 115 1.0
39 112 1.0
158 28 1.0
170 37 1.0
170 128 1.0
119 62 1.0
162 52 1.0
124 39 1.0
124 66 1.0
14 31 1.0
14 80 1.0
98 23 1.0
108 124 1.0
106 115 1.0
106 124 1.0
106 170 1.0
129 179 1.0
157 18 1.0
80 132 1.0
80 153 1.0
92 31 1.0
92 80 1.0
92 120 1.0
92 130 1.0
92 143 1.0
124 5 1.0
124 108 1.0
152 178 1.0
152 159 1.0
162 162 1.0
100 92 1.0
5 52 1.0
96 34 1.0
27 42 1.0
63 48 1.0
63 94 1.0
63 119 1.0
63 127 1.0
63 165 1.0
63 177 1.0
164 146 1.0
14 132 1.0
162 159 1.0
138 176 1.0
71 40 1.0
154 7 1.0
82 89 1.0
148 113 1.0
47 77 1.0
61 30 1.0
59 149 1.0
148 52 1.0
80 143 1.0
56 132 1.0
143 80 1.0
143 132 1.0
154 179 1.0
116 116 1.0
92 100 1.0
83 50 1.0
83 55 1.0
83 94 1.0
83 126 1.0
83 150 1.0
83 160 1.0
7 7 1.0
7 116 1.0
81 81 1.0
81 158 1.0
106 52 1.0
92 14 1.0
83 95 1.0
178 159 1.0
178 162 1.0
61 61 1.0
168 127 1.0
98 138 1.0
12 12 1.0
80 92 1.0
162 24 1.0
96 104 1.0
42 27 1.0
42 91 1.0
7 100 1.0
161 30 1.0
40 23 1.0
48 48 1.0
104 109 1.0
14 105 1.0
14 143 1.0
23 40 1.0
39 124 1.0
147 147 1.0
109 34 1.0
109 104 1.0
109 109 1.0
109 168 1.0
129 68 1.0
181 181 1.0
129 148 1.0
129 164 1.0
42 42 1.0
14 92 1.0
91 62 1.0
59 97 1.0
58 113 1.0
7 28 1.0
64 28 1.0
64 83 1.0
115 140 1.0
140 115 1.0
97 19 1.0
92 49 1.0
100 156 1.0
100 166 1.0
63 141 1.0
177 117 1.0
104 159 1.0
100 141 1.0
147 60 1.0
147 141 1.0
166 100 1.0
77 17 1.0
147 66 1.0
64 66 1.0
66 141 1.0
164 66 1.0
152 24 1.0
101 78 1.0
59 113 1.0
78 101 1.0
5 79 1.0
156 61 1.0
50 66 1.0
113 58 1.0
141 59 1.0
141 64 1.0
141 146 1.0
141 147 1.0
141 164 1.0
82 81 1.0
3 11 1.0
3 18 1.0
3 89 1.0
3 140 1.0
3 157 1.0
3 167 1.0
52 79 1.0
147 67 1.0
67 147 1.0
60 3 1.0
147 52 1.0
147 68 1.0
147 108 1.0
147 129 1.0
49 92 1.0
177 63 1.0
177 119 1.0
67 108 1.0
71 28 1.0
71 52 1.0
71 68 1.0
71 83 1.0
8 179 1.0
151 151 1.0
115 37 1.0
115 79 1.0
92 149 1.0
141 85 1.0
164 141 1.0
81 82 1.0
164 149 1.0
64 141 1.0
81 42 1.0
128 79 1.0
170 146 1.0
146 170 1.0
115 84 1.0
67 155 1.0
81 50 1.0
81 57 1.0
81 94 1.0
81 117 1.0
81 140 1.0
81 141 1.0
60 20 1.0
20 60 1.0
179 8 1.0
142 61 1.0
142 98 1.0
52 179 1.0
100 23 1.0
23 100 1.0
23 177 1.0
158 97 1.0
60 7 1.0
30 61 1.0
66 93 1.0
59 54 1.0
67 67 1.0
143 92 1.0
156 97 1.0
27 81 1.0
67 47 1.0
67 97 1.0
67 127 1.0
67 141 1.0
179 47 1.0
164 127 1.0
59 57 1.0
59 141 1.0
127 7 1.0
60 133 1.0
128 81 1.0
67 158 1.0
47 65 1.0
71 23 1.0
11 11 1.0
121 141 1.0
84 83 1.0
164 158 1.0
102 79 1.0
97 154 1.0
4 57 1.0
5 27 1.0
33 33 1.0
56 14 1.0
56 31 1.0
142 42 1.0
42 142 1.0
127 116 1.0
34 116 1.0
142 138 1.0
97 28 1.0
97 59 1.0
75 28 1.0
75 58 1.0
75 67 1.0
75 83 1.0
75 95 1.0
75 108 1.0
75 129 1.0
75 148 1.0
75 164 1.0
59 39 1.0
59 66 1.0
59 94 1.0
59 127 1.0
177 121 1.0
181 81 1.0
170 61 1.0
133 4 1.0
133 27 1.0
133 37 1.0
133 40 1.0
133 42 1.0
133 48 1.0
133 60 1.0
133 62 1.0
133 63 1.0
133 91 1.0
133 94 1.0
133 119 1.0
133 121 1.0
133 127 1.0
133 141 1.0
133 142 1.0
133 144 1.0
133 165 1.0
133 177 1.0
142 133 1.0
154 115 1.0
14 120 1.0
66 51 1.0
51 170 1.0
127 168 1.0
148 58 1.0
92 10 1.0
178 168 1.0
47 17 1.0
47 33 1.0
42 79 1.0
125 26 1.0
102 42 1.0
102 141 1.0
102 154 1.0
102 168 1.0
141 154 1.0
132 14 1.0
132 105 1.0
146 158 1.0
61 156 1.0
102 47 1.0
177 47 1.0
18 91 1.0
141 168 1.0
121 63 1.0
66 30 1.0
66 156 1.0
34 51 1.0
34 59 1.0
34 110 1.0
34 147 1.0
34 164 1.0
28 108 1.0
129 24 1.0
155 108 1.0
155 28 1.0
155 81 1.0
40 63 1.0
97 147 1.0
91 42 1.0
28 58 1.0
166 61 1.0
166 163 1.0
28 155 1.0
116 7 1.0
116 100 1.0
116 127 1.0
116 141 1.0
49 10 1.0
49 56 1.0
49 132 1.0
49 153 1.0
158 82 1.0
148 67 1.0
148 129 1.0
141 116 1.0
92 132 1.0
158 91 1.0
93 170 1.0
170 93 1.0
64 68 1.0
59 159 1.0
48 127 1.0
75 178 1.0
102 57 1.0
102 83 1.0
102 108 1.0
102 158 1.0
102 81 1.0
102 128 1.0
100 61 1.0
64 39 1.0
42 128 1.0
7 51 1.0
51 7 1.0
178 24 1.0
106 106 1.0
59 108 1.0
23 138 1.0
138 23 1.0
67 58 1.0
67 124 1.0
178 26 1.0
178 96 1.0
178 104 1.0
141 7 1.0
119 94 1.0
119 133 1.0
54 5 1.0
94 108 1.0
34 26 1.0
97 108 1.0
67 164 1.0
119 121 1.0
48 119 1.0
48 165 1.0
101 33 1.0
82 82 1.0
27 127 1.0
127 66 1.0
31 92 1.0
127 79 1.0
127 102 1.0
61 66 1.0
148 159 1.0
148 164 1.0
127 27 1.0
102 127 1.0
14 130 1.0
37 81 1.0
37 128 1.0
93 59 1.0
110 108 1.0
93 10 1.0
82 181 1.0
61 7 1.0
61 100 1.0
161 167 1.0
124 164 1.0
174 83 1.0
142 117 1.0
97 54 1.0
12 30 1.0
12 163 1.0
26 99 1.0
26 104 1.0
26 109 1.0
100 7 1.0
30 7 1.0
163 100 1.0
92 153 1.0
117 98 1.0
92 56 1.0
52 28 1.0
100 51 1.0
52 67 1.0
83 62 1.0
83 121 1.0
83 180 1.0
98 61 1.0
18 25 1.0
124 52 1.0
124 67 1.0
164 75 1.0
116 63 1.0
116 168 1.0
108 50 1.0
142 60 1.0
142 177 1.0
50 108 1.0
174 174 1.0
58 70 1.0
58 124 1.0
101 8 1.0
101 87 1.0
64 12 1.0
61 75 1.0
71 71 1.0
79 155 1.0
37 102 1.0
92 105 1.0
14 149 1.0
61 181 1.0
119 42 1.0
59 52 1.0
162 5 1.0
162 57 1.0
162 97 1.0
162 154 1.0
162 158 1.0
51 37 1.0
7 64 1.0
7 127 1.0
7 141 1.0
28 24 1.0
156 66 1.0
138 142 1.0
30 100 1.0
100 127 1.0
37 79 1.0
27 116 1.0
81 37 1.0
81 79 1.0
81 102 1.0
81 128 1.0
100 30 1.0
52 129 1.0
168 63 1.0
168 172 1.0
79 100 1.0
57 108 1.0
71 100 1.0
161 156 1.0
158 177 1.0
100 79 1.0
100 71 1.0
100 163 1.0
124 50 1.0
14 56 1.0
174 66 1.0
163 141 1.0
127 108 1.0
37 50 1.0
117 142 1.0
23 57 1.0
64 148 1.0
58 114 1.0
96 159 1.0
57 23 1.0
164 108 1.0
141 115 1.0
2 2 1.0
2 40 1.0
2 69 1.0
2 71 1.0
161 11 1.0
129 95 1.0
105 14 1.0
105 31 1.0
56 105 1.0
154 5 1.0
155 11 1.0
113 59 1.0
113 70 1.0
156 7 1.0
64 125 1.0
162 8 1.0
177 94 1.0
177 168 1.0
181 50 1.0
49 21 1.0
168 177 1.0
168 141 1.0
178 125 1.0
129 162 1.0
68 75 1.0
179 5 1.0
58 34 1.0
146 106 1.0
146 112 1.0
146 148 1.0
68 24 1.0
68 52 1.0
68 108 1.0
68 148 1.0
68 152 1.0
68 164 1.0
33 8 1.0
152 68 1.0
162 68 1.0
125 178 1.0
54 108 1.0
158 180 1.0
121 133 1.0
7 83 1.0
51 61 1.0
177 48 1.0
177 133 1.0
177 141 1.0
177 165 1.0
98 107 1.0
2 83 1.0
127 120 1.0
161 61 1.0
80 33 1.0
97 80 1.0
97 87 1.0
93 161 1.0
10 93 1.0
157 102 1.0
157 158 1.0
177 100 1.0
97 47 1.0
23 116 1.0
23 165 1.0
162 83 1.0
135 59 1.0
135 168 1.0
179 24 1.0
179 162 1.0
121 127 1.0
108 7 1.0
108 22 1.0
108 97 1.0
108 174 1.0
7 27 1.0
121 121 1.0
121 94 1.0
108 2 1.0
108 160 1.0
83 24 1.0
83 58 1.0
83 75 1.0
83 129 1.0
83 152 1.0
83 162 1.0
80 126 1.0
95 68 1.0
133 120 1.0
68 28 1.0
162 179 1.0
63 27 1.0
63 168 1.0
116 48 1.0
116 165 1.0
20 84 1.0
80 149 1.0
20 85 1.0
106 147 1.0
83 54 1.0
83 130 1.0
135 133 1.0
83 2 1.0
133 133 1.0
159 108 1.0
160 83 1.0
68 115 1.0
68 116 1.0
68 129 1.0
127 100 1.0
10 10 1.0
10 21 1.0
10 49 1.0
10 92 1.0
10 132 1.0
10 153 1.0
37 37 1.0
7 172 1.0
164 152 1.0
169 7 1.0
169 23 1.0
135 40 1.0
135 119 1.0
141 162 1.0
108 8 1.0
108 39 1.0
108 93 1.0
69 40 1.0
97 31 1.0
162 34 1.0
78 33 1.0
91 158 1.0
117 50 1.0
169 120 1.0
72 72 1.0
61 115 1.0
158 66 1.0
71 2 1.0
40 69 1.0
17 126 1.0
30 169 1.0
169 30 1.0
157 37 1.0
18 50 1.0
140 11 1.0
162 96 1.0
97 5 1.0
61 57 1.0
61 79 1.0
61 141 1.0
61 158 1.0
61 174 1.0
17 150 1.0
150 97 1.0
121 181 1.0
160 158 1.0
30 172 1.0
30 93 1.0
51 100 1.0
59 168 1.0
97 126 1.0
121 16 1.0
5 83 1.0
5 97 1.0
16 121 1.0
64 95 1.0
181 121 1.0
164 60 1.0
7 169 1.0
27 172 1.0
133 17 1.0
17 133 1.0
64 7 1.0
64 99 1.0
75 75 1.0
51 39 1.0
51 113 1.0
80 39 1.0
39 145 1.0
172 30 1.0
65 17 1.0
65 126 1.0
65 77 1.0
50 131 1.0
139 139 1.0
147 148 1.0
147 162 1.0
162 67 1.0
117 160 1.0
90 59 1.0
23 169 1.0
34 39 1.0
34 58 1.0
34 113 1.0
34 115 1.0
147 54 1.0
147 58 1.0
181 100 1.0
163 169 1.0
76 40 1.0
63 181 1.0
69 2 1.0
93 30 1.0
131 62 1.0
124 58 1.0
135 120 1.0
128 102 1.0
51 169 1.0
106 73 1.0
106 97 1.0
79 169 1.0
73 73 1.0
80 100 1.0
18 180 1.0
97 106 1.0
5 154 1.0
162 99 1.0
162 104 1.0
139 8 1.0
139 78 1.0
139 101 1.0
90 127 1.0
83 3 1.0
83 4 1.0
83 11 1.0
83 18 1.0
83 19 1.0
83 31 1.0
83 33 1.0
83 40 1.0
83 41 1.0
83 48 1.0
83 60 1.0
83 63 1.0
83 65 1.0
83 76 1.0
83 77 1.0
83 80 1.0
83 87 1.0
83 89 1.0
83 98 1.0
83 102 1.0
83 117 1.0
83 119 1.0
83 120 1.0
83 128 1.0
83 133 1.0
83 138 1.0
83 140 1.0
83 144 1.0
83 149 1.0
83 155 1.0
83 157 1.0
83 165 1.0
83 167 1.0
83 176 1.0
83 177 1.0
62 131 1.0
160 2 1.0
163 111 1.0
97 10 1.0
2 76 1.0
83 10 1.0
83 44 1.0
83 46 1.0
83 90 1.0
83 103 1.0
83 107 1.0
83 137 1.0
83 183 1.0
108 6 1.0
108 73 1.0
42 102 1.0
56 92 1.0
59 7 1.0
59 158 1.0
75 24 1.0
75 152 1.0
75 162 1.0
75 5 1.0
40 2 1.0
40 76 1.0
148 6 1.0
135 172 1.0
148 75 1.0
11 46 1.0
133 135 1.0
81 46 1.0
90 83 1.0
58 75 1.0
31 14 1.0
31 56 1.0
162 129 1.0
28 162 1.0
16 37 1.0
37 16 1.0
5 5 1.0
135 63 1.0
130 120 1.0
119 135 1.0
5 2 1.0
5 6 1.0
5 7 1.0
5 22 1.0
5 54 1.0
5 86 1.0
5 90 1.0
5 106 1.0
5 128 1.0
5 158 1.0
5 160 1.0
26 159 1.0
132 10 1.0
